id_observation,id_observation_sinp,id_releve,id_releve_sinp,code_perso,id_releve_type,lib_biblio,nom_herbier,nom_org_f,lib_releve_methode,date_releve_deb,date_releve_fin,nom_obs,id_precision,resolution,code_gps,id_maille_inpn_5,id_maille_inpn_10,x_l93,y_l93,lon_wgs84,lat_wgs84,insee_comm,commune,insee_dept,lieudit,comm_loc,pays,alti_inf,alti_calc,alti_sup,surface,plage_surface,comm_milieu,lib_geologie,lib_lithologie,comm_litho,lib_exposition,pente,plage_pente,lib_hab_eunis,cd_hab_eunis,cd_hab_ch,lib_hab_ch,lib_hab_sbf,cd_hab_sbf,cd_ref_phyto,lib_syntaxon,rec_total_pl,haut_total,rec_arbo_pl,haut_arbo,rec_arbu_pl,haut_arbu,rec_sarb_pl,haut_sarb,rec_herba_pl,haut_herba,rec_crypto_pl,haut_crypto,substr_roch_pl,substr_bloc_pl,substr_cail_pl,substr_terr_pl,substr_grav_pl,substr_sabl_pl,substr_liti_pl,substr_tuf_pl,nom_cite,cd_nom,nom_complet,cd_ref,nom_reconnu,tax_type,famille,plage_nb_pieds,nombre_pieds,lib_strate,lib_phenologie1,lib_phenologie2,lib_deg_nat,abondance,sociab,lib_herbier,part_herbier1,comm_taxon,meta_original_id_obs,nom_programme,lib_org_comm,meta_comm,meta_original_id_rel,meta_original_bdd,sinp_dspublique,valid_reg
36714651,3700a1f3-c23b-455f-b95f-cb54396043ff,12117930,7cc0e176-9266-4e96-815b-239df571b9f8,Band : 2012-2017,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/27/2020,8/27/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O138,5kmL93E1010N6550,10kmL93E101N655,1014798.35,6552581.66,7.06933,45.99995,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,<5% (3%),,,,,,,,,,,,>75% (96%),10-25% (15%),50-75% (57%),,10-25% (21%),<5% (3%),,,"Silene acaulis subsp. bryoides (Jord.) Nyman, 1878",141110,"Silene acaulis subsp. bryoides (Jord.) Nyman, 1878",141110,"Silene acaulis subsp. bryoides (Jord.) Nyman, 1878",P,Caryophyllaceae,,,Non précisée,,,,,,,,1;+;NA;NA;NA;1;1,,ROCVEG,,ROCVEG : O138 ; Band : 2012-2017 ; Time : 13:00 ; Soil crust : 1 ; Moss :100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36714664,b5bdd9f3-9518-4140-bdd8-241e81d8e93e,12117932,c010dab8-36a7-46e0-a35e-f9c2a7b13895,Band : 2012-2017,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/27/2020,8/27/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O139,5kmL93E1010N6550,10kmL93E101N655,1014824.02,6552549.63,7.06964,45.99965,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,<5% (1%),,,,,,,,,,,,>75% (98%),50-75% (60%),25-50% (35%),,<5% (2%),<5% (1%),,,"Festuca halleri All., 1785",98272,"Festuca halleri All., 1785",98272,"Festuca halleri All., 1785",P,Poaceae,,,Non précisée,,,,,,,,NA;NA;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O139 ; Band : 2012-2017 ; Time : 13:20 ; Soil crust : 1 ; Moss :100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36714663,c4554fb8-2458-405c-a629-f0944b4c566c,12117932,c010dab8-36a7-46e0-a35e-f9c2a7b13895,Band : 2012-2017,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/27/2020,8/27/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O139,5kmL93E1010N6550,10kmL93E101N655,1014824.02,6552549.63,7.06964,45.99965,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,<5% (1%),,,,,,,,,,,,>75% (98%),50-75% (60%),25-50% (35%),,<5% (2%),<5% (1%),,,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",P,Asteraceae,,,Non précisée,,,,,,,,NA;NA;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O139 ; Band : 2012-2017 ; Time : 13:20 ; Soil crust : 1 ; Moss :100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36714666,b13d05b8-fb2f-4bc8-b0fc-9db49a4a921f,12117932,c010dab8-36a7-46e0-a35e-f9c2a7b13895,Band : 2012-2017,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/27/2020,8/27/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O139,5kmL93E1010N6550,10kmL93E101N655,1014824.02,6552549.63,7.06964,45.99965,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,<5% (1%),,,,,,,,,,,,>75% (98%),50-75% (60%),25-50% (35%),,<5% (2%),<5% (1%),,,"Poa cenisia All., 1789",114151,"Poa cenisia All., 1789",114151,"Poa cenisia All., 1789",P,Poaceae,,,Non précisée,,,,,,,,NA;NA;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O139 ; Band : 2012-2017 ; Time : 13:20 ; Soil crust : 1 ; Moss :100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36714665,7017bf8e-06fb-42f1-8c7e-cec920df3d27,12117932,c010dab8-36a7-46e0-a35e-f9c2a7b13895,Band : 2012-2017,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/27/2020,8/27/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O139,5kmL93E1010N6550,10kmL93E101N655,1014824.02,6552549.63,7.06964,45.99965,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,<5% (1%),,,,,,,,,,,,>75% (98%),50-75% (60%),25-50% (35%),,<5% (2%),<5% (1%),,,"Poa laxa Haenke, 1791",114262,"Poa laxa Haenke, 1791",114262,"Poa laxa Haenke, 1791",P,Poaceae,,,Non précisée,,,,,,,,NA;NA;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O139 ; Band : 2012-2017 ; Time : 13:20 ; Soil crust : 1 ; Moss :100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36714661,643c3259-72b7-4bab-a9c8-e790808b0bcd,12117932,c010dab8-36a7-46e0-a35e-f9c2a7b13895,Band : 2012-2017,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/27/2020,8/27/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O139,5kmL93E1010N6550,10kmL93E101N655,1014824.02,6552549.63,7.06964,45.99965,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,<5% (1%),,,,,,,,,,,,>75% (98%),50-75% (60%),25-50% (35%),,<5% (2%),<5% (1%),,,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",P,Saxifragaceae,,,Non précisée,,,,,,,,NA;NA;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O139 ; Band : 2012-2017 ; Time : 13:20 ; Soil crust : 1 ; Moss :100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36714662,af956cae-aff1-4095-8342-13377855d5e5,12117932,c010dab8-36a7-46e0-a35e-f9c2a7b13895,Band : 2012-2017,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/27/2020,8/27/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O139,5kmL93E1010N6550,10kmL93E101N655,1014824.02,6552549.63,7.06964,45.99965,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,<5% (1%),,,,,,,,,,,,>75% (98%),50-75% (60%),25-50% (35%),,<5% (2%),<5% (1%),,,"Silene acaulis subsp. acaulis (L.) Jacq., 1762",141108,"Silene acaulis subsp. acaulis (L.) Jacq., 1762",141108,"Silene acaulis subsp. acaulis (L.) Jacq., 1762",P,Caryophyllaceae,,,Non précisée,,,,,,,,NA;NA;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O139 ; Band : 2012-2017 ; Time : 13:20 ; Soil crust : 1 ; Moss :100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722685,87209bfd-25e1-4537-8df0-820e2cd886e7,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Agrostis rupestris var. rupestris All., 1785",613160,"Agrostis rupestris var. rupestris All., 1785",613160,"Agrostis rupestris var. rupestris All., 1785",P,Poaceae,,,Non précisée,,,,,,,,+;3;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722688,d97e3cdb-b3b5-491c-8bb9-e9d22b45720b,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",P,Poaceae,,,Non précisée,,,,,,,,+;4;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722678,0cb12a4f-5152-4337-b389-bc8cbae8762b,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Jacobaea incana (L.) Veldkamp, 2006",610642,"Jacobaea incana (L.) Veldkamp, 2006",610642,"Jacobaea incana (L.) Veldkamp, 2006",P,Asteraceae,,,Non précisée,,,,,,,,+;3;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722677,1873fba3-9bf9-4d6a-8e9b-2076062cd23e,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",P,Asteraceae,,,Non précisée,,,,,,,,+;2;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722675,b0a714ac-7231-4108-a88d-3416cbeb21e5,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Omalotheca supina (L.) DC., 1838",110063,"Omalotheca supina (L.) DC., 1838",110063,"Omalotheca supina (L.) DC., 1838",P,Asteraceae,,,Non précisée,,,,,,,,+;1;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722691,18460344-5481-4031-94d0-8837034e6127,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",P,Poaceae,,,Non précisée,,,,,,,,+;5;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722673,305fc346-67e4-4f53-a07e-bcbd81b0dc9d,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Salix herbacea L., 1753",120057,"Salix herbacea L., 1753",120057,"Salix herbacea L., 1753",P,Salicaceae,,,Non précisée,,,,,,,,7;2;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722674,f734194a-f07f-48dd-90f8-a660bd6acde3,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Salix retusa L., 1759",120195,"Salix retusa L., 1759",120195,"Salix retusa L., 1759",P,Salicaceae,,,Non précisée,,,,,,,,2;4;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722682,9f34a425-8c02-4a17-9245-18ebefbd6880,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",P,Saxifragaceae,,,Non précisée,,,,,,,,+;1;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722679,045d8fe3-6b66-4699-8b30-6375973c73c6,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Silene exscapa All., 1785",123478,"Silene exscapa All., 1785",141110,"Silene acaulis subsp. bryoides (Jord.) Nyman, 1878",P,Caryophyllaceae,,,Non précisée,,,,,,,,2;2;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722676,4837f3ce-7f46-4b8e-bcd8-dd88e293a543,12123299,50177980-9864-42f9-8f68-7a62ddf33427,,RT,,,Conservatoire botanique national alpin,Inconnue,8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O16,5kmL93E1010N6550,10kmL93E101N655,1014986.99,6552710.38,7.07185,46.00102,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,10-25% (11%),,,,,,,,,,,,>75% (89%),5-10% (9%),25-50% (30%),,25-50% (30%),10-25% (20%),,,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",P,Plantaginaceae,,,Non précisée,,,,,,,,+;5;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O16 ; Band : NA ; Time : 11:40 ; Soil crust : + ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA,,,,Non validée
36722642,dd3ba4f3-40f0-4037-b625-429963f226b1,12123302,06db5f9c-dc39-4f8d-8eb3-2630e89d5bfb,Band : 1985-2001,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O19,,10kmL93E101N655,1015051.09,6552684.78,7.07266,46.00076,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,50-75% (60%),,,,,,,,,,,,25-50% (27%),<5% (0%),<5% (4%),,<5% (0%),10-25% (23%),,,"Agrostis rupestris var. rupestris All., 1785",613160,"Agrostis rupestris var. rupestris All., 1785",613160,"Agrostis rupestris var. rupestris All., 1785",P,Poaceae,,,Non précisée,,,,,,,,+;3;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O19 ; Band : 1985-2001 ; Time : 12:40 ; Soil crust : 13 ; Moss : 23 ; Cyanobact : 0 ; Lichen : 77 ; BSC : NA ; Photo number : NA,,,,Non validée
36722638,102a0780-8eee-4ff5-bfeb-9d6a22789623,12123302,06db5f9c-dc39-4f8d-8eb3-2630e89d5bfb,Band : 1985-2001,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O19,,10kmL93E101N655,1015051.09,6552684.78,7.07266,46.00076,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,50-75% (60%),,,,,,,,,,,,25-50% (27%),<5% (0%),<5% (4%),,<5% (0%),10-25% (23%),,,"Euphrasia minima Jacq. ex DC., 1805",97772,"Euphrasia minima Jacq. ex DC., 1805",97772,"Euphrasia minima Jacq. ex DC., 1805",P,Orobanchaceae,,,Non précisée,,,,,,,,+;2;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O19 ; Band : 1985-2001 ; Time : 12:40 ; Soil crust : 13 ; Moss : 23 ; Cyanobact : 0 ; Lichen : 77 ; BSC : NA ; Photo number : NA,,,,Non validée
36722620,c60ab342-9782-4f50-a271-f6758f9cceb0,12123302,06db5f9c-dc39-4f8d-8eb3-2630e89d5bfb,Band : 1985-2001,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O19,,10kmL93E101N655,1015051.09,6552684.78,7.07266,46.00076,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,50-75% (60%),,,,,,,,,,,,25-50% (27%),<5% (0%),<5% (4%),,<5% (0%),10-25% (23%),,,"Jacobaea incana (L.) Veldkamp, 2006",610642,"Jacobaea incana (L.) Veldkamp, 2006",610642,"Jacobaea incana (L.) Veldkamp, 2006",P,Asteraceae,,,Non précisée,,,,,,,,+;2;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O19 ; Band : 1985-2001 ; Time : 12:40 ; Soil crust : 13 ; Moss : 23 ; Cyanobact : 0 ; Lichen : 77 ; BSC : NA ; Photo number : NA,,,,Non validée
36722665,147626f8-33b6-4109-95f7-5e7aaf262e3a,12123302,06db5f9c-dc39-4f8d-8eb3-2630e89d5bfb,Band : 1985-2001,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O19,,10kmL93E101N655,1015051.09,6552684.78,7.07266,46.00076,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,50-75% (60%),,,,,,,,,,,,25-50% (27%),<5% (0%),<5% (4%),,<5% (0%),10-25% (23%),,,"Leontodon hispidus L., 1753",105502,"Leontodon hispidus L., 1753",105502,"Leontodon hispidus L., 1753",P,Asteraceae,,,Non précisée,,,,,,,,+;2;NA;NA;NA;NA;0,,ROCVEG,,ROCVEG : O19 ; Band : 1985-2001 ; Time : 12:40 ; Soil crust : 13 ; Moss : 23 ; Cyanobact : 0 ; Lichen : 77 ; BSC : NA ; Photo number : NA,,,,Non validée
36722627,4910545a-0cc9-4705-956f-5c003d06596d,12123302,06db5f9c-dc39-4f8d-8eb3-2630e89d5bfb,Band : 1985-2001,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O19,,10kmL93E101N655,1015051.09,6552684.78,7.07266,46.00076,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,50-75% (60%),,,,,,,,,,,,25-50% (27%),<5% (0%),<5% (4%),,<5% (0%),10-25% (23%),,,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",P,Asteraceae,,,Non précisée,,,,,,,,+;1;NA;NA;NA;NA;1,,ROCVEG,,ROCVEG : O19 ; Band : 1985-2001 ; Time : 12:40 ; Soil crust : 13 ; Moss : 23 ; Cyanobact : 0 ; Lichen : 77 ; BSC : NA ; Photo number : NA,,,,Non validée
36722624,89c39c6c-6fab-42af-a893-0f668f1525aa,12123302,06db5f9c-dc39-4f8d-8eb3-2630e89d5bfb,Band : 1985-2001,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O19,,10kmL93E101N655,1015051.09,6552684.78,7.07266,46.00076,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,50-75% (60%),,,,,,,,,,,,25-50% (27%),<5% (0%),<5% (4%),,<5% (0%),10-25% (23%),,,"Luzula spicata subsp. spicata (L.) DC., 1805",137520,"Luzula spicata subsp. spicata (L.) DC., 1805",137520,"Luzula spicata subsp. spicata (L.) DC., 1805",P,Juncaceae,,,Non précisée,,,,,,,,+;3;NA;NA;NA;NA;NA,,ROCVEG,,ROCVEG : O19 ; Band : 1985-2001 ; Time : 12:40 ; Soil crust : 13 ; Moss : 23 ; Cyanobact : 0 ; Lichen : 77 ; BSC : NA ; Photo number : NA,,,,Non validée
36722644,46aadc46-cee4-4f7c-86ea-799a14a75a36,12123302,06db5f9c-dc39-4f8d-8eb3-2630e89d5bfb,Band : 1985-2001,RT,,,Conservatoire botanique national alpin,Relevé de suivi (quadrats),8/28/2020,8/28/2020,VALLEE Sophie / CARLSON Brad / RANDIN Christophe / ZIMMER Anaïs,P,1,O19,,10kmL93E101N655,1015051.09,6552684.78,7.07266,46.00076,,,,Glacier d'Orny,Glacier d'Orny,  ,2680,,2690,,,,,,,,,,,,,,,,,,50-75% (60%),,,,,,,,,,,,25-50% (27%),<5% (0%),<5% (4%),,<5% (0%),10-25% (23%),,,"Omalotheca supina (L.) DC., 1838",110063,"Omalotheca supina (L.) DC., 1838",110063,"Omalotheca supina (L.) DC., 1838",P,Asteraceae,,,Non précisée,,,,,,,,+;1;NA;NA;NA;NA;0,,ROCVEG,,ROCVEG : O19 ; Band : 1985-2001 ; Time : 12:40 ; Soil crust : 13 ; Moss : 23 ; Cyanobact : 0 ; Lichen : 77 ; BSC : NA ; Photo number : NA,,,,Non validée
