id_observation,id_releve,code_perso,date_releve_deb,code_gps,x_l93,y_l93,lon_wgs84,lat_wgs84,lieudit,alti_calc,rec_total_pl,rec_arbu_pl,rec_sarb_pl,rec_herba_pl,rec_crypto_pl,substr_roch_pl,substr_bloc_pl,substr_cail_pl,substr_terr_pl,substr_grav_pl,substr_sabl_pl,substr_liti_pl,nom_cite,cd_nom,nom_complet,cd_ref,nom_reconnu_ss_auteur,nom_reconnu,famille,comm_taxon,meta_comm
26446494,9989424, Band : LIA,7/30/2019,GLIA-05,983881.404,6475094.277,6.624329397,45.31657653,Glacier de Gébroulaz,2512,5-10% (8%),,,,,>75% (87%),50-75% (60%),10-25% (24%),,<5% (3%),,,Saxifraga aizoides L.,120965,"Saxifraga aizoides L., 1753",120965,Saxifraga aizoides,"Saxifraga aizoides L., 1753",Saxifragaceae,0.5;3;NA;NA;NA;NA;1,ROCVEG : GLIA-05 ; Band : LIA ; Time : 15:00 ; Soil crust : 5% ; Moss : 5% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
26499101,9989424, Band : LIA,7/30/2019,GLIA-05,983881.404,6475094.277,6.624329397,45.31657653,Glacier de Gébroulaz,2512,5-10% (8%),,,,,>75% (87%),50-75% (60%),10-25% (24%),,<5% (3%),,,Pritzelago alpina (L.) O. Kuntze,103018,"Hornungia alpina (L.) O.Appel, 1997",718363,Hornungia alpina subsp. alpina,"Hornungia alpina subsp. alpina (L.) O.Appel, 1997",Brassicaceae,+;2;NA;NA;NA;NA;1,ROCVEG : GLIA-05 ; Band : LIA ; Time : 15:00 ; Soil crust : 5% ; Moss : 5% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
34901331,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Agrostis rupestris,80729,"Agrostis rupestris All., 1785",80729,Agrostis rupestris,"Agrostis rupestris All., 1785",Poaceae,"Recouvrement relatif : 0,142857143",Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901333,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Atocion rupestre,717731,"Atocion rupestre (L.) Oxelman, 2001",717731,Atocion rupestre,"Atocion rupestre (L.) Oxelman, 2001",Caryophyllaceae,Recouvrement relatif : 1,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901334,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Cardamine resedifolia,87970,"Cardamine resedifolia L., 1753",87970,Cardamine resedifolia,"Cardamine resedifolia L., 1753",Brassicaceae,"Recouvrement relatif : 0,142857143",Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901335,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Imperatoria ostruthium,103578,"Imperatoria ostruthium L., 1753",103578,Imperatoria ostruthium,"Imperatoria ostruthium L., 1753",Apiaceae,Recouvrement relatif : 2,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901336,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Leucanthemopsis alpina,105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,Leucanthemopsis alpina,"Leucanthemopsis alpina (L.) Heywood, 1975",Asteraceae,"Recouvrement relatif : 0,142857143",Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901337,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Lotus corniculatus subsp. alpinus,137438,"Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963",137438,Lotus corniculatus subsp. alpinus,"Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963",Fabaceae,"Recouvrement relatif : 0,142857143",Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901338,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Poa alpina,114105,"Poa alpina L., 1753",114105,Poa alpina,"Poa alpina L., 1753",Poaceae,Recouvrement relatif : 2,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901339,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Poa cenisia,114151,"Poa cenisia All., 1789",114151,Poa cenisia,"Poa cenisia All., 1789",Poaceae,Recouvrement relatif : 2,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901340,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Rhinanthus angustifolius,117590,"Rhinanthus angustifolius C.C.Gmel., 1806",117590,Rhinanthus angustifolius,"Rhinanthus angustifolius C.C.Gmel., 1806",Orobanchaceae,Recouvrement relatif : 1,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901341,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Rumex scutatus,119587,"Rumex scutatus L., 1753",119587,Rumex scutatus,"Rumex scutatus L., 1753",Polygonaceae,Recouvrement relatif : 1,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901342,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Sedum alpestre,122107,"Sedum alpestre Vill., 1779",122107,Sedum alpestre,"Sedum alpestre Vill., 1779",Crassulaceae,Recouvrement relatif : 5,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901343,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Sedum annuum,122116,"Sedum annuum L., 1753",122116,Sedum annuum,"Sedum annuum L., 1753",Crassulaceae,"Recouvrement relatif : 0,142857143",Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901344,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Taraxacum officinale,717630,"Taraxacum officinale F.H.Wigg., 1780",717630,Taraxacum officinale,"Taraxacum officinale F.H.Wigg., 1780",Asteraceae,"Recouvrement relatif : 0,142857143",Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901346,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Tolpis staticifolia,126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",126821,Tolpis staticifolia,"Tolpis staticifolia (All.) Sch.Bip., 1861",Asteraceae,Recouvrement relatif : 1,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901347,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Trifolium pallescens,127419,"Trifolium pallescens Schreb., 1804",127419,Trifolium pallescens,"Trifolium pallescens Schreb., 1804",Fabaceae,Recouvrement relatif : 1,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901348,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Valeriana tripteris,128445,"Valeriana tripteris L., 1753",128445,Valeriana tripteris,"Valeriana tripteris L., 1753",Caprifoliaceae,"Recouvrement relatif : 0,142857143",Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901349,10971296,Band : B4,7/22/2019,B4_03,968935.18,6431560.22,6.409769854,44.93097554,Glacier Blanc,2278,,<5% (0%),<5% (0%),10-25% (19%),10-25% (20%),,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),Veronica fruticans,128871,"Veronica fruticans Jacq., 1762",128871,Veronica fruticans,"Veronica fruticans Jacq., 1762",Plantaginaceae,Recouvrement relatif : 2,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59
34901175,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Adenostyles leucophylla,80190,"Adenostyles leucophylla (Willd.) Rchb., 1831",80190,Adenostyles leucophylla,"Adenostyles leucophylla (Willd.) Rchb., 1831",Asteraceae,"Recouvrement relatif : 0,166666667",
34901176,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Arabis alpina,83279,"Arabis alpina L., 1753",83279,Arabis alpina,"Arabis alpina L., 1753",Brassicaceae,"Recouvrement relatif : 0,166666667",
34901177,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Artemisia umbelliformis,84053,"Artemisia umbelliformis Lam., 1783",84053,Artemisia umbelliformis,"Artemisia umbelliformis Lam., 1783",Asteraceae,"Recouvrement relatif : 0,166666667",
34901178,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Epilobium dodonaei subsp. fleischeri,134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,Epilobium dodonaei subsp. fleischeri,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",Onagraceae,"Recouvrement relatif : 0,166666667",
34901179,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Imperatoria ostruthium,103578,"Imperatoria ostruthium L., 1753",103578,Imperatoria ostruthium,"Imperatoria ostruthium L., 1753",Apiaceae,"Recouvrement relatif : 0,166666667",
34901180,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Jacobaea incana,610642,"Jacobaea incana (L.) Veldkamp, 2006",610642,Jacobaea incana,"Jacobaea incana (L.) Veldkamp, 2006",Asteraceae,"Recouvrement relatif : 0,166666667",
34900995,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Leucanthemopsis alpina,105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,Leucanthemopsis alpina,"Leucanthemopsis alpina (L.) Heywood, 1975",Asteraceae,"Recouvrement relatif : 0,166666667",
34901037,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Poa alpina,114105,"Poa alpina L., 1753",114105,Poa alpina,"Poa alpina L., 1753",Poaceae,"Recouvrement relatif : 0,166666667",
34901135,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Poa cenisia,114151,"Poa cenisia All., 1789",114151,Poa cenisia,"Poa cenisia All., 1789",Poaceae,Recouvrement relatif : 2,
34901056,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Rumex scutatus,119587,"Rumex scutatus L., 1753",119587,Rumex scutatus,"Rumex scutatus L., 1753",Polygonaceae,Recouvrement relatif : 1,
34901071,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Saxifraga aizoides,120965,"Saxifraga aizoides L., 1753",120965,Saxifraga aizoides,"Saxifraga aizoides L., 1753",Saxifragaceae,"Recouvrement relatif : 0,166666667",
34901150,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Saxifraga moschata,121115,"Saxifraga moschata Wulfen, 1781",121115,Saxifraga moschata,"Saxifraga moschata Wulfen, 1781",Saxifragaceae,"Recouvrement relatif : 0,166666667",
34901164,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Sempervivum montanum,122467,"Sempervivum montanum L., 1753",122467,Sempervivum montanum,"Sempervivum montanum L., 1753",Crassulaceae,"Recouvrement relatif : 0,166666667",
34901149,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Tolpis staticifolia,126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",126821,Tolpis staticifolia,"Tolpis staticifolia (All.) Sch.Bip., 1861",Asteraceae,"Recouvrement relatif : 0,166666667",
34901181,10971301,Band : B2,7/19/2019,B2_28,968653.08,6431903.27,6.406385125,44.93417093,Glacier Blanc,2434,,<5% (0%),<5% (0%),5-10% (9%),<5% (1%),,25-50% (25%),25-50% (35%),,10-25% (15%),10-25% (15%),<5% (0%),Trifolium pallescens,127419,"Trifolium pallescens Schreb., 1804",127419,Trifolium pallescens,"Trifolium pallescens Schreb., 1804",Fabaceae,Recouvrement relatif : 4,
34900926,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Agrostis schraderiana,80741,"Agrostis schraderiana Bech., 1938",80741,Agrostis schraderiana,"Agrostis schraderiana Bech., 1938",Poaceae,"Recouvrement relatif : 0,166666667",
34900927,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Artemisia umbelliformis,84053,"Artemisia umbelliformis Lam., 1783",84053,Artemisia umbelliformis,"Artemisia umbelliformis Lam., 1783",Asteraceae,Recouvrement relatif : 2,
34900928,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Epilobium anagallidifolium,96134,"Epilobium anagallidifolium Lam., 1786",96134,Epilobium anagallidifolium,"Epilobium anagallidifolium Lam., 1786",Onagraceae,"Recouvrement relatif : 0,166666667",
34900929,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Epilobium dodonaei subsp. fleischeri,134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,Epilobium dodonaei subsp. fleischeri,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",Onagraceae,Recouvrement relatif : 1,
34900825,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Leucanthemopsis alpina,105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,Leucanthemopsis alpina,"Leucanthemopsis alpina (L.) Heywood, 1975",Asteraceae,"Recouvrement relatif : 0,166666667",
34900829,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Poa alpina,114105,"Poa alpina L., 1753",114105,Poa alpina,"Poa alpina L., 1753",Poaceae,Recouvrement relatif : 1,
34900830,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Poa cenisia,114151,"Poa cenisia All., 1789",114151,Poa cenisia,"Poa cenisia All., 1789",Poaceae,"Recouvrement relatif : 0,166666667",
34900831,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Poa nemoralis,114297,"Poa nemoralis L., 1753",114297,Poa nemoralis,"Poa nemoralis L., 1753",Poaceae,Recouvrement relatif : 4,
34900832,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Rumex scutatus,119587,"Rumex scutatus L., 1753",119587,Rumex scutatus,"Rumex scutatus L., 1753",Polygonaceae,Recouvrement relatif : 5,
34900833,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Salix herbacea,120057,"Salix herbacea L., 1753",120057,Salix herbacea,"Salix herbacea L., 1753",Salicaceae,"Recouvrement relatif : 0,166666667",
34900834,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Saxifraga aizoides,120965,"Saxifraga aizoides L., 1753",120965,Saxifraga aizoides,"Saxifraga aizoides L., 1753",Saxifragaceae,Recouvrement relatif : 10,
34900854,10971291,Band : B1,7/19/2019,B1_09,968513.53,6432328.02,6.404849977,44.93804582,Glacier Blanc,2568,,<5% (0%),<5% (0%),10-25% (24%),<5% (0%),,10-25% (17%),25-50% (29%),,5-10% (2%),5-10% (1%),<5% (2%),Sedum atratum,122124,"Sedum atratum L., 1763",122124,Sedum atratum,"Sedum atratum L., 1763",Crassulaceae,"Recouvrement relatif : 0,166666667",
33540750,10408098,Band : D,7/30/2020,PD-01,1000807.93,6540514.87,6.88111667,45.89776667,Glacier des Pélerins,2169,10-25% (22%),,,,,50-75% (60%),10-25% (20%),25-50% (30%),,5-10% (6%),<5% (4%),,"Lycopodium alpinum L., 1753",106998,"Lycopodium alpinum L., 1753",95056,Diphasiastrum alpinum,"Diphasiastrum alpinum (L.) Holub, 1975",Lycopodiaceae,2;2;NA;1;NA;NA;1,ROCVEG : PD-01 ; Band : D ; Time : 6:07 PM ; Soil crust : 18%; Moss : 80% ; Cyanobact : NA ; Lichen : 20% ; BSC : 1cm ; Photo num
