"","...1","Plot","age","id_observation","id_releve","code_perso","date_releve_deb","x_l93","y_l93","lon_wgs84","lat_wgs84","lieudit","alti_calc","rec_total_pl","rec_arbu_pl","rec_sarb_pl","rec_herba_pl","rec_crypto_pl","substr_roch_pl","substr_bloc_pl","substr_cail_pl","substr_terr_pl","substr_grav_pl","substr_sabl_pl","substr_liti_pl","nom_cite","cd_nom","nom_complet","cd_ref","nom_reconnu_ss_auteur","nom_reconnu","famille","recouvrement_sp","hauteur_veg","facilitation","BSC","compet","nurse","reprod","comment","meta_comm","Site","ageChronoG","ageChronoG2","Vielle_repro"
"2059",344,"B2_24",10,34901124,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Leucanthemopsis alpina",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina","Leucanthemopsis alpina (L.) Heywood, 1975","Asteraceae","0,285714286",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2060",344,"GC-01",95,24802844,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Campanula scheuchzeri Vill., 1779",87724,"Campanula scheuchzeri Vill., 1779",132522,"Campanula scheuchzeri subsp. scheuchzeri","Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","Campanulaceae","4","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2061",344,"O76",21,36714511,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Omalotheca supina (L.) DC., 1838",110063,"Omalotheca supina (L.) DC., 1838",110063,"Omalotheca supina","Omalotheca supina (L.) DC., 1838","Asteraceae","+","1",NA,NA,NA,NA,"0",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2062",344,"P36",109,34878185,10966751,"Band : 1985-2003","7/9/2019",1000878.94,6540544.3,6.88205,45.898,"Glacier des P<e9>lerins",2192,">75% (98%)",NA,NA,NA,NA,NA,"<5% (2%)","<5% (0%)",NA,"<5% (0%)","<5% (0%)",NA,"Picea abies (L.) H.Karst., 1881",113432,"Picea abies (L.) H.Karst., 1881",113432,"Picea abies","Picea abies (L.) H.Karst., 1881","Pinaceae","1","30",NA,NA,NA,NA,"0",NA,"ROCVEG : P-36 ; Band : 1985-2003 ; Plant cover : 95 % ; BSC : 3% ; Moss : 3% ; Cyanobact : 0% ; Lichen : 0% ; Depth BSC : 2","Pelerins","LIA - Control","30-120 yrs",NA
"2063",344,"S3-14",36,24792777,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Geum reptans L., 1753",100214,"Geum reptans L., 1753",100214,"Geum reptans","Geum reptans L., 1753","Rosaceae","2","10",NA,NA,NA,NA,"1",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2064",344,"T46",14.5,33538176,10407651,"Band : 2003-2008","7/11/2019",1007846.31,6552121.41,6.9793167,45.999,"Glacier du Tour",2483,"5-10% (6%)",NA,NA,NA,NA,">75% (91%)","5-10% (8%)","50-75% (56%)",NA,"5-10% (7%)",NA,NA,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna","Oxyria digyna (L.) Hill, 1768","Polygonaceae","x","3",NA,NA,NA,NA,"1",NA,"ROCVEG : T46 ; Band : 2003-2008 ; Time : NA ; Soil crust : 3% ; Moss : 3% ; Cyanobact : NA ; Lichen : NA ; BSC :1.5cm ; Photo number : NA","Tour","12-19 years","13-20 years",NA
"2065",345,"B2_24",10,34901125,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Poa alpina",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","0,285714286",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2066",345,"GC-01",95,24802847,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Agrostis rupestris All., 1785",80729,"Agrostis rupestris All., 1785",613160,"Agrostis rupestris var. rupestris","Agrostis rupestris var. rupestris All., 1785","Poaceae","5","6",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2067",345,"O76",21,36714510,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",128789,"Veronica alpina","Veronica alpina L., 1753","Plantaginaceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2068",345,"P36",109,34878187,10966751,"Band : 1985-2003","7/9/2019",1000878.94,6540544.3,6.88205,45.898,"Glacier des P<e9>lerins",2192,">75% (98%)",NA,NA,NA,NA,NA,"<5% (2%)","<5% (0%)",NA,"<5% (0%)","<5% (0%)",NA,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina","Leucanthemopsis alpina (L.) Heywood, 1975","Asteraceae","+","5",NA,NA,NA,NA,"0",NA,"ROCVEG : P-36 ; Band : 1985-2003 ; Plant cover : 95 % ; BSC : 3% ; Moss : 3% ; Cyanobact : 0% ; Lichen : 0% ; Depth BSC : 2","Pelerins","LIA - Control","30-120 yrs",NA
"2069",345,"S3-14",36,24792786,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Erigeron uniflorus L., 1753",96816,"Erigeron uniflorus L., 1753",134221,"Erigeron uniflorus subsp. uniflorus","Erigeron uniflorus subsp. uniflorus L., 1753","Asteraceae","+","3",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2070",345,"T46",14.5,33538177,10407651,"Band : 2003-2008","7/11/2019",1007846.31,6552121.41,6.9793167,45.999,"Glacier du Tour",2483,"5-10% (6%)",NA,NA,NA,NA,">75% (91%)","5-10% (8%)","50-75% (56%)",NA,"5-10% (7%)",NA,NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","x","5",NA,NA,NA,NA,"0",NA,"ROCVEG : T46 ; Band : 2003-2008 ; Time : NA ; Soil crust : 3% ; Moss : 3% ; Cyanobact : NA ; Lichen : NA ; BSC :1.5cm ; Photo number : NA","Tour","12-19 years","13-20 years",1
"2071",346,"B2_24",10,34901126,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Poa cenisia",114151,"Poa cenisia All., 1789",114151,"Poa cenisia","Poa cenisia All., 1789","Poaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2072",346,"GC-01",95,24802853,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",159722,"Leucanthemopsis alpina subsp. alpina","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","Asteraceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2073",346,"O76",21,36714509,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Salix herbacea L., 1753",120057,"Salix herbacea L., 1753",120057,"Salix herbacea","Salix herbacea L., 1753","Salicaceae","+","1",NA,NA,NA,NA,"0",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2074",346,"P36",109,34878188,10966751,"Band : 1985-2003","7/9/2019",1000878.94,6540544.3,6.88205,45.898,"Glacier des P<e9>lerins",2192,">75% (98%)",NA,NA,NA,NA,NA,"<5% (2%)","<5% (0%)",NA,"<5% (0%)","<5% (0%)",NA,"Pyrola minor L., 1753",116543,"Pyrola minor L., 1753",116543,"Pyrola minor","Pyrola minor L., 1753","Ericaceae","+","5",NA,NA,NA,NA,"0",NA,"ROCVEG : P-36 ; Band : 1985-2003 ; Plant cover : 95 % ; BSC : 3% ; Moss : 3% ; Cyanobact : 0% ; Lichen : 0% ; Depth BSC : 2","Pelerins","LIA - Control","30-120 yrs",NA
"2075",346,"S3-14",36,24792785,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Agrostis rupestris All., 1785",80729,"Agrostis rupestris All., 1785",613160,"Agrostis rupestris var. rupestris","Agrostis rupestris var. rupestris All., 1785","Poaceae","1","4",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2076",346,"T48",11.5,33538178,10407652,"Band : 2003-2008","7/11/2019",1007861.31,6552105.49,6.9795,45.99885,"Glacier du Tour",2489,"<5% (2%)",NA,NA,NA,NA,">75% (98%)","25-50% (48%)","10-25% (10%)",NA,"10-25% (20%)","10-25% (10%)",NA,"Cerastium pedunculatum Gaudin, 1828",90071,"Cerastium pedunculatum Gaudin, 1828",90071,"Cerastium pedunculatum","Cerastium pedunculatum Gaudin, 1828","Caryophyllaceae","1","2","1",NA,NA,NA,NA,NA,"ROCVEG : T48 ; Band : 2003-2008 ; Time : NA ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC :NA ; Photo number : NA","Tour","7-12 years","7-13 years",NA
"2077",347,"B2_24",10,34901127,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Poa nemoralis",114297,"Poa nemoralis L., 1753",114297,"Poa nemoralis","Poa nemoralis L., 1753","Poaceae","0,285714286",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2078",347,"GC-01",95,24802867,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Luzula spicata (L.) DC., 1805",106859,"Luzula spicata (L.) DC., 1805",137520,"Luzula spicata subsp. spicata","Luzula spicata subsp. spicata (L.) DC., 1805","Juncaceae","+","3",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2079",347,"O76",21,36714508,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Silene exscapa All., 1785",123478,"Silene exscapa All., 1785",141110,"Silene acaulis subsp. bryoides","Silene acaulis subsp. bryoides (Jord.) Nyman, 1878","Caryophyllaceae","+","1",NA,NA,NA,NA,"0",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2080",347,"P37",109,33522410,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",106630,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",137438,"Lotus corniculatus subsp. alpinus","Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963","Fabaceae","2","7",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2081",347,"S3-14",36,24792782,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",159722,"Leucanthemopsis alpina subsp. alpina","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","Asteraceae","+","2",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2082",347,"T48",11.5,33538179,10407652,"Band : 2003-2008","7/11/2019",1007861.31,6552105.49,6.9795,45.99885,"Glacier du Tour",2489,"<5% (2%)",NA,NA,NA,NA,">75% (98%)","25-50% (48%)","10-25% (10%)",NA,"10-25% (20%)","10-25% (10%)",NA,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna","Oxyria digyna (L.) Hill, 1768","Polygonaceae","0.1","2",NA,NA,NA,NA,NA,NA,"ROCVEG : T48 ; Band : 2003-2008 ; Time : NA ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC :NA ; Photo number : NA","Tour","7-12 years","7-13 years",NA
"2083",348,"B2_24",10,34901128,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Rumex scutatus",119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus","Rumex scutatus L., 1753","Polygonaceae","9",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2084",348,"GC-01",95,24802851,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Artemisia genipi Weber, 1775",83973,"Artemisia genipi Weber, 1775",83973,"Artemisia genipi","Artemisia genipi Weber, 1775","Asteraceae","+","8",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2085",348,"O76",21,36714507,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides","Saxifraga bryoides L., 1753","Saxifragaceae","+","1",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2086",348,"P37",109,33522394,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Leontodon hispidus L., 1753",105502,"Leontodon hispidus L., 1753",137189,"Leontodon hispidus subsp. hispidus","Leontodon hispidus subsp. hispidus L., 1753","Asteraceae","0.1","5",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2087",348,"S3-14",36,24792778,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Salix herbacea L., 1753",120057,"Salix herbacea L., 1753",120057,"Salix herbacea","Salix herbacea L., 1753","Salicaceae","8","3",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2088",348,"T48",11.5,33538180,10407652,"Band : 2003-2008","7/11/2019",1007861.31,6552105.49,6.9795,45.99885,"Glacier du Tour",2489,"<5% (2%)",NA,NA,NA,NA,">75% (98%)","25-50% (48%)","10-25% (10%)",NA,"10-25% (20%)","10-25% (10%)",NA,"Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",717310,"Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",717310,"Micranthes stellaris","Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005","Saxifragaceae","0.1","3",NA,NA,NA,"1",NA,NA,"ROCVEG : T48 ; Band : 2003-2008 ; Time : NA ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC :NA ; Photo number : NA","Tour","7-12 years","7-13 years",NA
"2089",349,"B2_24",10,34901129,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Sedum atratum",122124,"Sedum atratum L., 1763",122124,"Sedum atratum","Sedum atratum L., 1763","Crassulaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2090",349,"GC-01",95,24802845,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Achillea nana L., 1753",79913,"Achillea nana L., 1753",79913,"Achillea nana","Achillea nana L., 1753","Asteraceae","2","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2091",349,"O76",21,36714506,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Salix helvetica Vill., 1789",120056,"Salix helvetica Vill., 1789",120056,"Salix helvetica","Salix helvetica Vill., 1789","Salicaceae","+","5",NA,NA,NA,NA,"0",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2092",349,"P37",109,33522389,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",142047,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",142047,"Vaccinium uliginosum subsp. microphyllum","Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936","Ericaceae","3","10",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2093",349,"S3-14",36,24792784,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",128789,"Veronica alpina","Veronica alpina L., 1753","Plantaginaceae","1","4",NA,NA,NA,NA,"1",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2094",349,"T48",11.5,33538181,10407652,"Band : 2003-2008","7/11/2019",1007861.31,6552105.49,6.9795,45.99885,"Glacier du Tour",2489,"<5% (2%)",NA,NA,NA,NA,">75% (98%)","25-50% (48%)","10-25% (10%)",NA,"10-25% (20%)","10-25% (10%)",NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","0.1","4","1",NA,NA,NA,NA,NA,"ROCVEG : T48 ; Band : 2003-2008 ; Time : NA ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC :NA ; Photo number : NA","Tour","7-12 years","7-13 years",NA
