cdref7,CD_REF7,libcdref7,STRATEGIES_CSR,comment,SA_CSR,JVE_CSR
134858,134858,"Galium aparine subsp. spurium (L.) Hartm., 1846",crr,,crr,crr
99378,99378,"Galium aristatum L., 1762",ccs,,ccs,ccs
99390,99390,"Galium boreale L., 1753",crs,,crs,crs
99399,99399,"Galium cinereum All., 1773",css,,css,css
99406,99406,"Galium corrudifolium Vill., 1779",css,,css,css
99429,99429,"Galium glaucum L., 1753",crs,,crs,crs
99453,99453,"Galium laevigatum L., 1763",ccs,,ccs,ccs
99457,99457,"Galium lucidum All., 1773",css,,css,css
99465,99465,"Galium megalospermum All., 1785",css,,css,css
99473,99473,"Galium mollugo L., 1753",,,crs,
99487,99487,"Galium obliquum Vill., 1785",crs,,crs,crs
99507,99507,"Galium pseudohelveticum Ehrend., 1960",css,,css,css
134918,134918,Galium pumilum Murray subsp. pumilum,crs,,crs,crs
99513,99513,"Galium pusillum L., 1753",css,,css,css
99513,99513,"Galium pusillum L., 1753",,,css,
99518,99518,"Galium rotundifolium L., 1753",ccs,,ccs,ccs
99552,99552,"Galium sylvaticum L., 1762",ccs,,ccs,ccs
99554,99554,"Galium tendae Rchb.f., 1855",css,,css,css
99561,99561,"Galium timeroyi Jord., 1846",css,,css,css
134957,134957,Galium verum L. subsp. verum,crs,,crs,crs
99582,99582,"Galium verum L., 1753",,,crs,
134958,134958,"Galium verum subsp. wirtgenii (F.W.Schultz) Oborny, 1885",crs,,crs,crs
134966,134966,Genista cinerea (Vill.) DC. subsp. cinerea,ccs,,ccs,ccs
134966,134966,Genista cinerea (Vill.) DC. subsp. cinerea,,,ccs,
99754,99754,"Genista germanica L., 1753",ccs,,ccs,ccs
134976,134976,Genista hispanica L. subsp. hispanica,ccs,,ccs,ccs
134976,134976,Genista hispanica L. subsp. hispanica,,,ccs,
99798,99798,"Genista pilosa L., 1753",ccs,,ccs,ccs
99828,99828,"Genista tinctoria L., 1753",,,ccs,
99828,99828,"Genista tinctoria L., 1753",ccs,,ccs,ccs
99854,99854,"Gentiana acaulis L., 1753",css,,css,css
99860,99860,"Gentiana angustifolia Vill., 1787",css,,css,css
99862,99862,"Gentiana asclepiadea L., 1753",ccs,,ccs,ccs
135010,135010,Gentiana bavarica var. bavarica,,,css,
135010,135010,Gentiana bavarica var. bavarica,css,,css,css
99870,99870,"Gentiana brachyphylla Vill., 1779",css,,css,css
135020,135020,"Gentiana burseri subsp. villarsii (Griseb.) Rouy, 1908",,,ccs,
135020,135020,"Gentiana burseri subsp. villarsii (Griseb.) Rouy, 1908",ccs,,ccs,ccs
99881,99881,"Gentiana cruciata L., 1753",crs,,crs,crs
99899,99899,"Gentiana ligustica R.Vilm. & Chopinet, 1956",css,,css,css
99903,99903,"Gentiana lutea L., 1753",ccs,,ccs,ccs
99910,99910,"Gentiana nivalis L., 1753",css,,css,css
99914,99914,"Gentiana orbicularis Schur, 1852",css,,css,css
99928,99928,"Gentiana punctata L., 1753",ccs,,ccs,ccs
99929,99929,"Gentiana purpurea L., 1753",ccs,,ccs,ccs
99936,99936,"Gentiana rostanii Reut. ex Verl., 1872",css,,css,css
99939,99939,"Gentiana schleicheri (Vacc.) Kunz, 1939",css,,css,css
135048,135048,Gentiana verna L. subsp. verna,,,crs,
99953,99953,"Gentiana verna L., 1753",crs,,crs,crs
99953,99953,"Gentiana verna L., 1753",css,,crs,css
99982,99982,"Gentianella campestris (L.) Börner, 1912",crs,,crs,crs
99982,99982,"Gentianella campestris (L.) Börner, 1912",,,crs,
99986,99986,"Gentianella germanica (Willd.) Börner, 1912",crs,,crs,crs
100024,100024,"Geranium argenteum L., 1756",css,,css,css
100045,100045,"Geranium columbinum L., 1753",crr,,crr,crr
100085,100085,"Geranium lucidum L., 1753",crs,,crs,crs
100109,100109,"Geranium nodosum L., 1753",ccs,,ccs,ccs
100133,100133,"Geranium pusillum L., 1759",crr,,crr,crr
100136,100136,"Geranium pyrenaicum Burm.f., 1759",crr,,crr,crr
100141,100141,"Geranium rivulare Vill., 1779",ccs,,ccs,ccs
135069,135069,Geranium robertianum L. subsp. robertianum,crr,,crr,crr
100142,100142,"Geranium robertianum L., 1753",,,crr,
100144,100144,"Geranium rotundifolium L., 1753",rrr,,rrr,rrr
100149,100149,"Geranium sanguineum L., 1753",ccs,,ccs,ccs
100160,100160,"Geranium sylvaticum L., 1753",,,ccs,
100160,100160,"Geranium sylvaticum L., 1753",ccs,,ccs,ccs
100208,100208,"Geum montanum L., 1753",ccs,,ccs,ccs
100214,100214,"Geum reptans L., 1753",ccs,,ccs,ccs
100215,100215,"Geum rivale L., 1753",ccs,,ccs,ccs
100221,100221,"Geum sylvaticum Pourr., 1788",ccs,,ccs,ccs
100225,100225,"Geum urbanum L., 1753",crs,,crs,crs
100310,100310,"Glechoma hederacea L., 1753",crs,,crs,crs
100335,100335,"Globularia alypum L., 1753",ccs,,ccs,ccs
100338,100338,"Globularia bisnagarica L., 1753",crs,,crs,crs
100340,100340,"Globularia cordifolia L., 1753",css,,css,css
100350,100350,"Globularia repens Lam., 1779",css,,css,css
100387,100387,"Glyceria fluitans (L.) R.Br., 1810",css,,css,css
100398,100398,"Glyceria notata Chevall., 1827",crs,,crs,crs
100551,100551,"Goodyera repens (L.) R.Br., 1813",crs,,crs,crs
100607,100607,"Gymnadenia conopsea (L.) R.Br., 1813",crs,,crs,crs
100607,100607,"Gymnadenia conopsea (L.) R.Br., 1813",,,crs,
100607,100607,"Gymnadenia conopsea (L.) R.Br., 1813",,,crs,
100636,100636,"Gymnocarpium dryopteris (L.) Newman, 1851",css,,css,css
100640,100640,"Gymnocarpium robertianum (Hoffm.) Newman, 1851",css,,css,css
100686,100686,"Gypsophila repens L., 1753",crs,,crs,crs
100787,100787,"Hedera helix L., 1753",,,ccs,
100787,100787,"Hedera helix L., 1753",ccs,,ccs,ccs
5072,5072,Hedwigia ciliata (Hedw.) P.Beauv.,,,,
100824,100824,"Hedysarum boutignyanum (A.Camus) Alleiz., 1928",ccs,,ccs,ccs
100827,100827,"Hedysarum brigantiacum Bourn., Chas & Kerguélen, 1992",ccs,,ccs,ccs
100896,100896,"Helianthemum apenninum (L.) Mill., 1768",ccs,,ccs,ccs
100896,100896,"Helianthemum apenninum (L.) Mill., 1768",,,ccs,
100896,100896,"Helianthemum apenninum (L.) Mill., 1768",,,ccs,
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",ccs,,ccs,ccs
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",,,ccs,
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",,,ccs,
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",,,ccs,
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",,,ccs,
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",ccs,,ccs,ccs
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",,,ccs,
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",,,ccs,
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",ccs,,ccs,ccs
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",,,ccs,
100960,100960,"Helianthemum oelandicum (L.) Dum.Cours., 1802",ccs,,ccs,ccs
101101,101101,"Helichrysum stoechas (L.) Moench, 1794",ccs,,ccs,ccs
101114,101114,"Helictotrichon parlatorei (J.Woods) Pilg., 1938",css,,css,css
135265,135265,Helictotrichon sedenense (Clarion ex DC.) Holub subsp. sedenense,css,,css,css
135265,135265,Helictotrichon sedenense (Clarion ex DC.) Holub subsp. sedenense,,,css,
101122,101122,"Helictotrichon sempervirens (Vill.) Pilg., 1938",css,,css,css
101126,101126,"Helictotrichon setaceum (Vill.) Henrard, 1940",css,,css,css
101188,101188,"Helleborus foetidus L., 1753",ccs,,ccs,ccs
101295,101295,"Heracleum pumilum Vill., 1779",css,,css,css
135306,135306,Heracleum sphondylium L. subsp. sphondylium,ccr,,ccr,ccr
101300,101300,"Heracleum sphondylium L., 1753",,,ccr,
135297,135297,"Heracleum sphondylium subsp. elegans (Crantz) Schübler & G.Martens, 1834",ccs,,ccs,ccs
101411,101411,"Herniaria glabra L., 1753",rrr,,rrr,rrr
101412,101412,"Herniaria hirsuta L., 1753",rrr,,rrr,rrr
101414,101414,"Herniaria incana Lam., 1789",crr,,crr,crr
101617,101617,"Hieracium amplexicaule L., 1753",crs,,crs,crs
101711,101711,"Hieracium bifidum Kit., 1815",crs,,crs,crs
101747,101747,"Hieracium bupleuroides C.C.Gmel., 1808",,,css,
101747,101747,"Hieracium bupleuroides C.C.Gmel., 1808",css,,css,css
101755,101755,"Hieracium caesioides Arv.-Touv., 1876",,css,css,
101755,101755,"Hieracium caesioides Arv.-Touv., 1876",,css,css,
101924,101924,"Hieracium elegantidens Zahn, 1916",,,,
101962,101962,"Hieracium farinulentum Jord., 1848",,,,
102013,102013,"Hieracium glanduliferum Hoppe, 1815",css,,css,css
102019,102019,"Hieracium glaucopsis Gren. & Godr., 1850",,css,css,
102019,102019,"Hieracium glaucopsis Gren. & Godr., 1850",,css,css,
102020,102020,"Hieracium glaucum All., 1773",css,,css,css
102041,102041,"Hieracium halleri Vill., 1788",,,,
102055,102055,"Hieracium humile Jacq., 1777",css,,css,css
102056,102056,"Hieracium huteri Hausm., 1857",,,,
102078,102078,"Hieracium intybaceum All., 1773",css,,css,css
102098,102098,"Hieracium juranum Fr., 1848",crs,,crs,crs
102098,102098,"Hieracium juranum Fr., 1848",,,crs,
102106,102106,Hieracium lachenalii Suter,crs,,crs,crs
102112,102112,"Hieracium lactucifolium Arv.-Touv., 1873",,ccs,ccs,
102112,102112,"Hieracium lactucifolium Arv.-Touv., 1873",,ccs,ccs,
102124,102124,"Hieracium lanceolatum Vill., 1788",,,,
102139,102139,"Hieracium lawsonii Vill., 1779",crs,,crs,crs
102146,102146,"Hieracium leiopogon Gren. ex Verl., 1872",,css,css,
102159,102159,"Hieracium liotardii Vill., 1779",,,,
102227,102227,"Hieracium morisianum Zahn, 1906",,,,
102235,102235,"Hieracium murorum L., 1753",,,crs,
102235,102235,"Hieracium murorum L., 1753",crs,,crs,crs
717251,717251,"Hieracium nigratum (Murr & Zahn) Prain, 1913",,,,
102309,102309,"Hieracium parcepilosum Arv.-Touv., 1888",,,,
102309,102309,"Hieracium parcepilosum Arv.-Touv., 1888",,,,
102309,102309,"Hieracium parcepilosum Arv.-Touv., 1888",,,,
102309,102309,"Hieracium parcepilosum Arv.-Touv., 1888",,,,
102345,102345,"Hieracium picroides Vill., 1812",,,,
102350,102350,"Hieracium piliferum Hoppe, 1799",css,,css,css
102350,102350,"Hieracium piliferum Hoppe, 1799",,,css,
102392,102392,"Hieracium prenanthoides Vill., 1779",ccs,,ccs,ccs
102427,102427,"Hieracium pulchellum Gren. ex Griseb., 1852",,,,
102449,102449,"Hieracium rapunculoides Arv.-Touv., 1876",,,,
102449,102449,"Hieracium rapunculoides Arv.-Touv., 1876",,,,
102471,102471,"Hieracium rionii Gremli, 1883",,css,css,
102471,102471,"Hieracium rionii Gremli, 1883",,css,css,
102478,102478,"Hieracium rupestre All., 1789",,css,css,
102519,102519,"Hieracium scorzonerifolium Vill., 1779",,css,css,
102519,102519,"Hieracium scorzonerifolium Vill., 1779",,css,css,
102519,102519,"Hieracium scorzonerifolium Vill., 1779",,css,css,
102524,102524,"Hieracium semisilvaticum (Zahn) P.D.Sell & C.West, 1976",,,,
102650,102650,"Hieracium tomentosum L., 1755",,,css,
102650,102650,"Hieracium tomentosum L., 1755",css,,css,css
102671,102671,"Hieracium umbellatum L., 1753",css,,css,css
102674,102674,"Hieracium umbrosum Jord., 1848",,ccs,ccs,
102680,102680,"Hieracium valdepilosum Vill., 1779",,css,css,
102701,102701,"Hieracium villosum Jacq., 1762",css,,css,css
102708,102708,"Hieracium virgultorum Jord., 1848",css,,css,css
102708,102708,"Hieracium virgultorum Jord., 1848",,,css,
102709,102709,"Hieracium viride Arv.-Touv., 1871",,,,
102709,102709,"Hieracium viride Arv.-Touv., 1871",,,,
102713,102713,"Hieracium viscosum Arv.-Touv., 1876",,,,
102794,102794,"Hierochloe odorata (L.) P.Beauv., 1812",Au,erreur dans table FI,ccs,Au
102797,102797,"Himantoglossum hircinum (L.) Spreng., 1826",crs,,crs,crs
162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",,,crs,
102842,102842,"Hippocrepis comosa L., 1753",crs,,crs,crs
102845,102845,"Hippocrepis emerus (L.) Lassen, 1989",ccs,,ccs,ccs
136646,136646,"Hippophae rhamnoides subsp. fluviatilis Soest, 1952",,erreur dans table FI,ccs,
136646,136646,"Hippophae rhamnoides subsp. fluviatilis Soest, 1952",Ws,erreur dans table FI,ccs,Ws
102900,102900,"Holcus lanatus L., 1753",crs,,crs,crs
5878,5878,Homalothecium lutescens (Hedw.) H.Rob.,,,,
5882,5882,Homalothecium sericeum (Hedw.) Schimp.,,,,
102925,102925,"Homogyne alpina (L.) Cass., 1821",crs,,crs,crs
102934,102934,"Hordelymus europaeus (L.) Harz, 1885",ccs,,ccs,ccs
136673,136673,Hordeum murinum L. subsp. murinum,rrr,,rrr,rrr
102974,102974,"Hordeum murinum L., 1753",,,rrr,
136672,136672,"Hordeum murinum subsp. leporinum (Link) Arcang., 1882",rrr,,rrr,rrr
103005,103005,"Hormathophylla halimifolia (Boiss.) P.Küpfer, 1974",,css,css,
103034,103034,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",css,,css,css
6013,6013,Hylocomium splendens (Hedw.) Schimp.,,,,
103185,103185,"Hyoscyamus niger L., 1753",crr,,crr,crr
103205,103205,"Hyoseris radiata L., 1753",crr,,crr,crr
103216,103216,"Hyparrhenia hirta (L.) Stapf, 1919",ccr,,ccr,ccr
103245,103245,"Hypericum androsaemum L., 1753",ccs,,ccs,ccs
103260,103260,"Hypericum coris L., 1753",css,,css,css
103289,103289,"Hypericum hyssopifolium Chaix, 1785",crs,,crs,crs
136750,136750,Hypericum maculatum Crantz subsp. maculatum,ccs,,ccs,ccs
103301,103301,"Hypericum montanum L., 1755",crs,,crs,crs
103316,103316,"Hypericum perforatum L., 1753",,,crs,
103324,103324,"Hypericum richeri Vill., 1779",,,css,
103324,103324,"Hypericum richeri Vill., 1779",css,,css,css
103329,103329,"Hypericum tetrapterum Fr., 1823",ccs,,ccs,ccs
103267,103267,"Hypericum x desetangsii Lamotte, 1874",crs,,crs,crs
6033,6033,Hypnum cupressiforme Hedw.,,,,
103369,103369,"Hypochaeris maculata L., 1753",crs,,crs,crs
103375,103375,"Hypochaeris radicata L., 1753",,crs,crs,
103383,103383,"Hypochaeris uniflora Vill., 1779",crs,,crs,crs
103406,103406,"Hyssopus officinalis L., 1753",ccs,,ccs,ccs
136812,136812,"Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud, 1895",rrs,,rrs,rrs
136812,136812,"Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud, 1895",,,rrs,
136812,136812,"Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud, 1895",,,rrs,
103494,103494,"Iberis sempervirens L., 1753",ccs,,ccs,ccs
103502,103502,"Iberis umbellata L., 1753",rrs,,rrs,rrs
103502,103502,"Iberis umbellata L., 1753",,,rrs,
103514,103514,"Ilex aquifolium L., 1753",ccc,,ccc,ccc
103553,103553,"Impatiens noli-tangere L., 1753",ccs,,ccs,ccs
103578,103578,"Imperatoria ostruthium L., 1753",ccc,,ccc,ccc
103596,103596,"Inula bifrons (L.) L., 1763",crs,,crs,crs
103608,103608,"Inula conyza DC., 1836",crs,,crs,crs
103631,103631,"Inula hirta L., 1753",css,,css,css
103639,103639,"Inula montana L., 1753",css,,css,css
103648,103648,"Inula salicina L., 1753",,ccs,ccs,
103651,103651,"Inula spiraeifolia L., 1759",css,,css,css
103749,103749,"Iris lutescens Lam., 1789",ccs,,ccs,ccs
103817,103817,"Isatis tinctoria L., 1753",crs,,crs,crs
104022,104022,"Jasione montana L., 1753",crs,,crs,crs
104022,104022,"Jasione montana L., 1753",,,crs,
104076,104076,"Juglans regia L., 1753",ccc,,ccc,ccc
136899,136899,Juncus alpinoarticulatus Chaix subsp. alpinoarticulatus,crs,,crs,crs
104123,104123,"Juncus arcticus Willd., 1799",css,,css,css
104126,104126,"Juncus articulatus L., 1753",,,crs,
104126,104126,"Juncus articulatus L., 1753",crs,,crs,crs
104144,104144,"Juncus bufonius L., 1753",rrs,,rrs,rrs
104155,104155,"Juncus compressus Jacq., 1762",crs,,crs,crs
104173,104173,"Juncus effusus L., 1753",ccs,,ccs,ccs
104183,104183,"Juncus filiformis L., 1753",css,,css,css
104214,104214,"Juncus inflexus L., 1753",ccs,,ccs,ccs
104221,104221,"Juncus jacquini L., 1767",ccs,,ccs,ccs
104362,104362,"Juncus trifidus L., 1753",css,,css,css
104363,104363,"Juncus triglumis L., 1753",css,,css,css
136969,136969,Juniperus communis L. subsp. communis,ccs,,ccs,ccs
136979,136979,Juniperus oxycedrus L. subsp. oxycedrus,ccc,,ccc,ccc
136979,136979,Juniperus oxycedrus L. subsp. oxycedrus,,,ccc,
136983,136983,Juniperus phoenicea L. subsp. phoenicea,ccc,,ccc,ccc
136983,136983,Juniperus phoenicea L. subsp. phoenicea,,,ccc,
104413,104413,"Juniperus sabina L., 1753",ccs,,ccs,ccs
104419,104419,"Juniperus thurifera L., 1753",ccs,,ccs,ccs
104456,104456,"Katapsuxis silaifolia (Jacq.) Raf., 1840",ccs,,ccs,ccs
104488,104488,"Kernera saxatilis (L.) Sweet, 1827",crs,,crs,crs
104516,104516,"Knautia arvensis (L.) Coult., 1828",ccs,,ccs,ccs
104558,104558,"Knautia timeroyii Jord., 1848",,,ccs,
104613,104613,"Koeleria cenisia Reut. ex E.Rev., 1873",css,,css,css
104665,104665,"Koeleria pyramidata (Lam.) P.Beauv., 1812",css,,css,css
104680,104680,"Koeleria vallesiana (Honck.) Gaudin, 1808",css,,css,css
104680,104680,"Koeleria vallesiana (Honck.) Gaudin, 1808",,,css,
104680,104680,"Koeleria vallesiana (Honck.) Gaudin, 1808",,,css,
137041,137041,"Koeleria vallesiana subsp. humilis Braun-Blanq., 1945",,,css,
104715,104715,"Laburnum alpinum (Mill.) Bercht. & J.Presl, 1835",ccc,,ccc,ccc
104716,104716,"Laburnum anagyroides Medik., 1787",ccc,,ccc,ccc
104764,104764,"Lactuca perennis L., 1753",css,,css,css
104775,104775,"Lactuca serriola L., 1756",crr,,crr,crr
137061,137061,"Lactuca viminea subsp. chondrilliflora (Boreau) Bonnier, 1923",crr,,crr,crr
137061,137061,"Lactuca viminea subsp. chondrilliflora (Boreau) Bonnier, 1923",crr,,crr,crr
104855,104855,"Lamium amplexicaule L., 1753",rrr,,rrr,rrr
104889,104889,"Lamium maculatum (L.) L., 1763",crs,,crs,crs
105010,105010,"Lappula squarrosa (Retz.) Dumort., 1827",crr,,crr,crr
137096,137096,Lapsana communis L. subsp. communis,crr,,crr,crr
137097,137097,"Lapsana communis subsp. intermedia (M.Bieb.) Hayek, 1931",crr,,crr,crr
105042,105042,"Larix decidua Mill., 1768",ccc,,ccc,ccc
105071,105071,"Laserpitium gallicum L., 1753",ccs,,ccs,ccs
105074,105074,"Laserpitium halleri Crantz, 1767",ccs,,ccs,ccs
105076,105076,"Laserpitium latifolium L., 1753",ccs,,ccs,ccs
105092,105092,"Laserpitium siler L., 1753",ccs,,ccs,ccs
105189,105189,"Lathyrus filiformis (Lam.) J.Gay, 1857",ccs,,ccs,ccs
105199,105199,"Lathyrus heterophyllus L., 1753",ccs,,ccs,ccs
105201,105201,"Lathyrus hirsutus L., 1753",crr,,crr,crr
105211,105211,"Lathyrus latifolius L., 1753",ccs,,ccs,ccs
105214,105214,"Lathyrus linifolius (Reichard) Bässler, 1971",,crs,crs,
105214,105214,"Lathyrus linifolius (Reichard) Bässler, 1971",,crs,crs,
105230,105230,"Lathyrus niger (L.) Bernh., 1800",,,crs,
105230,105230,"Lathyrus niger (L.) Bernh., 1800",crs,,crs,crs
105232,105232,"Lathyrus nissolia L., 1753",crr,,crr,crr
105247,105247,"Lathyrus pratensis L., 1753",crs,,crs,crs
105247,105247,"Lathyrus pratensis L., 1753",,,crs,
105261,105261,"Lathyrus sphaericus Retz., 1783",rrr,,rrr,rrr
105266,105266,"Lathyrus sylvestris L., 1753",ccs,,ccs,ccs
105266,105266,"Lathyrus sylvestris L., 1753",,,ccs,
105273,105273,"Lathyrus tuberosus L., 1753",ccr,,ccr,ccr
105280,105280,"Lathyrus vernus (L.) Bernh., 1800",,,css,
105280,105280,"Lathyrus vernus (L.) Bernh., 1800",css,,css,css
137161,137161,Lavandula angustifolia Mill. subsp. angustifolia,,,ccs,
137161,137161,Lavandula angustifolia Mill. subsp. angustifolia,ccs,,ccs,ccs
6708,6708,Lejeunea cavifolia (Ehrh.) Lindb.,,,,
105454,105454,"Lens nigricans (M.Bieb.) Godr., 1843",crr,,crr,crr
105490,105490,"Leontodon crispus Vill., 1779",crs,,crs,crs
137189,137189,Leontodon hispidus L. subsp. hispidus,,,crs,
137189,137189,Leontodon hispidus L. subsp. hispidus,crs,,crs,crs
137189,137189,Leontodon hispidus L. subsp. hispidus,,,crs,
612632,612632,"Leontopodium nivale subsp. alpinum (Cass.) Greuter, 2003",ccs,,ccs,ccs
105607,105607,"Lepidium campestre (L.) R.Br., 1812",rrs,,rrs,rrs
105671,105671,"Lepidium ruderale L., 1753",rrr,,rrr,rrr
105687,105687,"Lepidium villarsii Godr., 1847",crs,,crs,crs
154431,154431,Leucanthemopsis alpina var. alpina,ccs,,ccs,ccs
105768,105768,"Leucanthemum adustum (W.D.J.Koch) Gremli, 1898",crs,,crs,crs
105768,105768,"Leucanthemum adustum (W.D.J.Koch) Gremli, 1898",crs,,crs,crs
105807,105807,"Leucanthemum pallens (J.Gay ex Perreym.) DC., 1838",,,crs,
105816,105816,"Leucanthemum virgatum (Desr.) Clos, 1870",,crs,crs,
105817,105817,"Leucanthemum vulgare Lam., 1779",,,crs,
105817,105817,"Leucanthemum vulgare Lam., 1779",crs,,crs,crs
105966,105966,"Ligustrum vulgare L., 1753",ccc,,ccc,ccc
148200,148200,"Lilium bulbiferum var. croceum (Chaix) Pers., 1805",crs,,crs,crs
148200,148200,"Lilium bulbiferum var. croceum (Chaix) Pers., 1805",crs,,crs,crs
105989,105989,"Lilium martagon L., 1753",crs,,crs,crs
105991,105991,"Lilium pomponium L., 1753",crs,,crs,crs
106026,106026,"Limodorum abortivum (L.) Sw., 1799",rss,,rss,rss
106026,106026,"Limodorum abortivum (L.) Sw., 1799",,,rss,
106037,106037,"Limoniastrum monopetalum (L.) Boiss., 1848",,ccs?,ccs,
137320,137320,Linaria alpina (L.) Mill. subsp. alpina,,,rss,
137320,137320,Linaria alpina (L.) Mill. subsp. alpina,rss,,rss,rss
106148,106148,"Linaria angustissima (Loisel.) Borbás, 1900",crs,,crs,crs
106213,106213,"Linaria repens (L.) Mill., 1768",,,crs,
106213,106213,"Linaria repens (L.) Mill., 1768",crs,,crs,crs
106220,106220,"Linaria simplex (Willd.) DC., 1805",rrr,,rrr,rrr
106226,106226,"Linaria supina (L.) Chaz., 1790",,,rss,
106226,106226,"Linaria supina (L.) Chaz., 1790",rss,,rss,rss
106275,106275,"Linum alpinum Jacq., 1762",crs,,crs,crs
106287,106287,"Linum campanulatum L., 1753",css,,css,css
106288,106288,"Linum catharticum L., 1753",,,rss,
106288,106288,"Linum catharticum L., 1753",rss,,rss,rss
137383,137383,"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978",css,,css,css
137383,137383,"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978",,,css,
106346,106346,"Linum tenuifolium L., 1753",ccs,,ccs,ccs
106347,106347,"Linum trigynum L., 1753",rrr,,rrr,rrr
106351,106351,"Linum viscosum L., 1762",ccs,,ccs,ccs
106396,106396,"Lithospermum officinale L., 1753",ccs,,ccs,ccs
106449,106449,"Logfia gallica (L.) Coss. & Germ., 1843",rrr,,rrr,rrr
106451,106451,"Logfia minima (Sm.) Dumort., 1827",rrs,,rrs,rrs
106497,106497,"Lolium multiflorum Lam., 1779",ccr,,ccr,ccr
106499,106499,"Lolium perenne L., 1753",ccr,,ccr,ccr
106534,106534,"Lomelosia graminifolia (L.) Greuter & Burdet, 1985",ccs,,ccs,ccs
106550,106550,"Lonicera alpigena L., 1753",ccc,,ccc,ccc
106555,106555,"Lonicera caerulea L., 1753",ccc,,ccc,ccc
106565,106565,"Lonicera etrusca Santi, 1795",ccc,,ccc,ccc
106574,106574,"Lonicera nigra L., 1753",ccc,,ccc,ccc
106595,106595,"Lonicera xylosteum L., 1753",ccc,,ccc,ccc
137440,137440,Lotus corniculatus L. subsp. corniculatus,,,crs,
137440,137440,Lotus corniculatus L. subsp. corniculatus,crs,,crs,crs
137440,137440,Lotus corniculatus L. subsp. corniculatus,crs,,crs,crs
106670,106670,"Lotus glaber Mill., 1768",crs,,crs,crs
106685,106685,"Lotus maritimus L., 1753",crs,,crs,crs
106685,106685,"Lotus maritimus L., 1753",,,crs,
106761,106761,"Lunaria rediviva L., 1753",ccs,,ccs,ccs
106812,106812,"Luzula alpina Hoppe, 1839",crs,,crs,crs
106813,106813,"Luzula alpinopilosa (Chaix) Breistr., 1947",css,,css,css
106818,106818,"Luzula campestris (L.) DC., 1805",crs,,crs,crs
106828,106828,"Luzula forsteri (Sm.) DC., 1806",css,,css,css
106828,106828,"Luzula forsteri (Sm.) DC., 1806",,,css,
106838,106838,"Luzula lutea (All.) DC., 1805",css,,css,css
106838,106838,"Luzula lutea (All.) DC., 1805",,,css,
106839,106839,"Luzula luzulina (Vill.) Dalla Torre & Sarnth., 1909",css,,css,css
137507,137507,Luzula multiflora (Ehrh.) Lej. subsp. multiflora,,,crs,
137507,137507,Luzula multiflora (Ehrh.) Lej. subsp. multiflora,crs,,crs,crs
106846,106846,"Luzula nivea (L.) DC., 1805",ccs,,ccs,ccs
106852,106852,"Luzula pedemontana Boiss. & Reut., 1852",crs,,crs,crs
106859,106859,"Luzula spicata (L.) DC., 1805",,,crs,
137518,137518,"Luzula spicata subsp. mutabilis Chrtek & Krísa, 1962",crs,,crs,crs
106861,106861,"Luzula sudetica (Willd.) Schult., 1814",crs,,crs,crs
137522,137522,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,ccs,,ccs,ccs
107038,107038,"Lycopus europaeus L., 1753",css,,css,css
107117,107117,"Lythrum salicaria L., 1753",ccs,,ccs,ccs
107158,107158,"Maianthemum bifolium (L.) F.W.Schmidt, 1794",css,,css,css
107217,107217,"Malus sylvestris Mill., 1768",ccc,,ccc,ccc
107284,107284,"Malva neglecta Wallr., 1824",crr,,crr,crr
107284,107284,"Malva neglecta Wallr., 1824",crr,,crr,crr
6446,6446,Marsupella emarginata (Ehrh.) Dumort.,,,,
107446,107446,"Matricaria discoidea DC., 1838",rrr,,rrr,rrr
107649,107649,"Medicago lupulina L., 1753",rrs,,rrs,rrs
107649,107649,"Medicago lupulina L., 1753",,,rrs,
107658,107658,"Medicago minima (L.) L., 1754",rrs,,rrs,rrs
107658,107658,"Medicago minima (L.) L., 1754",,,rrs,
107706,107706,"Medicago rigidula (L.) All., 1785",rrr,,rrr,rrr
137673,137673,Medicago sativa L. subsp. sativa,ccs,,ccs,ccs
107786,107786,"Melampyrum arvense L., 1753",rrs,,rrs,rrs
107786,107786,"Melampyrum arvense L., 1753",,,rrs,
107800,107800,"Melampyrum sylvaticum L., 1753",rrs,,rrs,rrs
107841,107841,"Melica altissima L., 1753",,css ?,css,
137719,137719,Melica ciliata L. subsp. ciliata,,,css,
137719,137719,Melica ciliata L. subsp. ciliata,,,css,
